image,title,description,total time,ingredients,instructions
https://pinchofyum.com/wp-content/uploads/Caramel-Cups-Recipe-183x183.jpg,No-Bake Salted Caramel Cups,"No-Bake Salted Caramel Cups! Oat crust with a soft salted caramel center, topped with chocolate and sea salt. Perfect for a quick snack or dessert!",25 minutes,whole medjool date quaker roll oat pretzel chocol chip pecan caramel caramel caramel sauc,"['CRUST: Pulse the oats, pecans, and pretzels in a food processor until broken down into small pieces. Add the dates, coconut oil, and sea salt and pulse until a soft dough forms. Refrigerate for about 15-20 minutes to help the mixture become easier to work with.', 'CARAMEL: Meanwhile, prepare the caramel and melt the chocolate.', 'ASSEMBLY: When the crust mixture is firm enough, press into a muffin tin, leaving a well in the center of each. Add a tablespoon or two of caramel into each cup and top with chocolate. Sprinkle with sea salt if you want. Refrigerate or freeze until hardened. Remove from muffin tins and serve (give them a little time if they’ve been frozen). Yummmmmy.']"
https://pinchofyum.com/wp-content/uploads/Creamy-Corn-Zoodles-Recipe-183x183.jpg,Next Level Zoodles with Creamy Sweet Corn Sauce,Zoodles with Creamy Corn Sauce! Literally three ingredients to make this epic savory-sweet corn sauce that will blow your mind.,25 minutes,ear sweet corn zucchini onion parmesan chicken broth,"['Heat the butter or olive oil over medium heat. Add the onion or garlic and saute until soft and fragrant. Add the corn kernels and saute for another 5-10 minutes until very soft and roasty-looking. Transfer to a blender and add the liquid. Puree until very smooth.', 'In the same pan, add a swish of olive oil and saute the zoodles for 2-3 minutes until they begin to soften. Add the corn sauce and toss to combine, adding extra liquid as needed to loosen the sauce. Top with something fresh, cheesy, crunchy, whatever you like… and enjoy your Masterpiece Creation, you boss you.']"
https://pinchofyum.com/wp-content/uploads/Bruschetta-Chicken-Salad-Recipe-183x183.jpg,Healthy Garlic Herb Chicken Salad,"Garlic Herb Chicken Salad – this healthy chicken salad is CREAMY and CLEAN with no mayo! like a cross between herby bruschetta and chicken salad. Super easy, too!",35 minutes,walnut parsley garlic juic lemon chicken tomato basil brown rice quinoa,"['Toss the brown rice / quinoa, chicken, and tomatoes together.', 'For the dressing, whiz everything together in the food processor until mostly smooth and a little bit creamy. Taste and adjust as necessary.', 'Pour the dressing over the salad ingredients – letting it all sit together for 30 minutes helps the flavors become x-tra delicious.']"
https://pinchofyum.com/wp-content/uploads/Bliss-Bowls-Recipe-183x183.jpg,Summer Bliss Bowls with Sweet Potato Fritters and Jalapeño Ranch,Summer Bliss Bowls with Sweet Potato Fritters and Jalapeño Ranch – you will not believe how easy these 5 ingredient fritters are!,30 minutes,almond nut roast corn goat chees quinoabrown rice egg sweet potato spinach dill flour jalapeno ranch tomato brown rice andor quinoa,"['FRITTERS STEP ONE: Pulse the sweet potato through a food processor until finely minced. Add the brown rice/quinoa and almonds and pulse until well mixed and uniform in texture. Add the egg and salt and pulse until mixed. Transfer to a bowl and stir in the flour.', 'FRITTERS STEP TWO: Form the mixture into balls or patties. Heat the oil over medium heat and fry each fritter for a few minutes on each side until golden brown and cooked through.', 'BOWLS: Assemble all your ingredients in a bowl. Top with the fritters and jalapeño ranch dressing.']"
https://pinchofyum.com/wp-content/uploads/Sweet-Potato-Pizza-Recipe-183x183.jpg,BBQ Chicken Sweet Potato Pizza,"BBQ Chicken Sweet Potato Pizza! with a 3-ingredient sweet potato crust! easy real food pizza with chicken, BBQ sauce, red onion, cheese, cilantro.",1 hour 5 minutes,mozzarella chees red onion cilantro chicken sweet potato pizza crust barbecu sauc,"['Prepare the pizza crust.', 'Top with sauce, chicken, red onion, and mozzarella cheese, in that order. Bake at 400 degrees for 10 minutes, or until the cheese is melted and pizza is hot.', 'Finish with cilantro. Cut and serve!']"
https://pinchofyum.com/wp-content/uploads/Nice-Cream-Recipe-183x183.jpg,5 Ingredient Peanut Butter Cup Nice Cream,"AWESOME 5 Ingredient Nice Cream! made with just bananas, almond milk, coconut oil, cocoa powder, and peanut butter cups. Vegan, dairy free, YUM!",15 minutes,almond breez almondmilk coconutmilk cocoa powder peanut butter banana,"['Whisk the cocoa powder with the coconut oil. Blend the bananas, almond milk, cocoa mixture, and a pinch of salt until very smooth. Stir in the peanut butter cups and transfer to a 9×5 loaf pan.', 'Cover and freeze until solid.', 'Just before serving, microwave for 30 seconds to 1 minute to soften. Scoop out and serve!']"
https://pinchofyum.com/wp-content/uploads/Sweet-Potato-Pizza-Crust-Recipe-183x183.jpg,3 Ingredient Sweet Potato Pizza Crust,"3 ingredient sweet potato pizza crust – all you need is sweet potatoes, rolled oats, and an egg! SUPER easy hand-holdable healthy pizza crust!",1 hour,garlic powder sweet potato roll oat egg,"['Preheat oven to 400 degrees. Pulse the sweet potato and oats through the food processor until very fine. Add the egg and garlic powder and salt; pulse again to mix. The mixture should resemble a loose dough or thick batter.', 'Transfer to a parchment lined baking sheet or round pizza pan. Press into crusts and shape with your hands – you can either make two smaller crusts (you’ll get more crispy edge surface area) or one larger crust. Crusts should be about 1/4 to 1/2 inch thick.', 'Bake for 25-30 minutes, until the top is dry to the touch. Remove from oven, let cool, and invert back onto the pan with the dry side facing down. Peel the parchment very gently off the top layer and brush with olive oil. Bake for another 5-10 minutes to get a nice crispy top.', 'Top with your favorite pizza toppings and pop back into the oven to melt the cheese! Voila.']"
https://pinchofyum.com/wp-content/uploads/Orzo-Chicken-Salad-Recipe-183x183.jpg,Zippy Orzo Summer Salad,"Orzo Summer Salad! With chicken and orzo, loaded with fresh veggies, and finished with a zippy lemon dressing and goat cheese.",25 minutes,cucumb crumbl goat chees babi spinach rotisseri chicken garlic green onion orzo dill sweet corn lemon juic,"['Cook orzo according to package directions.', 'Heat a little bit of olive oil in a large skillet over medium heat. Add the garlic and the corn; saute until the corn is bright yellow and tender.', 'Toss all ingredients together, including dill, green onions, and olive oil, lemon juice, goat cheese, and salt and pepper to taste. Serve hot or cold. YUMMYYYYYY.']"
https://pinchofyum.com/wp-content/uploads/Sweet-Potato-Pizza-Crust-Recipe-183x183.jpg,3 Ingredient Sweet Potato Pizza Crust,"3 ingredient sweet potato pizza crust – all you need is sweet potatoes, rolled oats, and an egg! SUPER easy hand-holdable healthy pizza crust!",1 hour,garlic powder sweet potato roll oat egg,"['Preheat oven to 400 degrees. Pulse the sweet potato and oats through the food processor until very fine. Add the egg and garlic powder and salt; pulse again to mix. The mixture should resemble a loose dough or thick batter.', 'Transfer to a parchment lined baking sheet or round pizza pan. Press into crusts and shape with your hands – you can either make two smaller crusts (you’ll get more crispy edge surface area) or one larger crust. Crusts should be about 1/4 to 1/2 inch thick.', 'Bake for 25-30 minutes, until the top is dry to the touch. Remove from oven, let cool, and invert back onto the pan with the dry side facing down. Peel the parchment very gently off the top layer and brush with olive oil. Bake for another 5-10 minutes to get a nice crispy top.', 'Top with your favorite pizza toppings and pop back into the oven to melt the cheese! Voila.']"
https://pinchofyum.com/wp-content/uploads/Orzo-Chicken-Salad-Recipe-183x183.jpg,Zippy Orzo Summer Salad,"Orzo Summer Salad! With chicken and orzo, loaded with fresh veggies, and finished with a zippy lemon dressing and goat cheese.",25 minutes,cucumb crumbl goat chees babi spinach rotisseri chicken garlic green onion orzo dill sweet corn lemon juic,"['Cook orzo according to package directions.', 'Heat a little bit of olive oil in a large skillet over medium heat. Add the garlic and the corn; saute until the corn is bright yellow and tender.', 'Toss all ingredients together, including dill, green onions, and olive oil, lemon juice, goat cheese, and salt and pepper to taste. Serve hot or cold. YUMMYYYYYY.']"
https://pinchofyum.com/wp-content/uploads/Chia-Overnight-Oats-Recipe-183x183.jpg,Berry Chia Overnight Oats,"Chia Overnight Oats made with chia, oats, and almond milk. So easy and perfect for a quick healthy breakfast on the go! YUM!",10 minutes,berri choic mapl syrup sweeten chia seed quaker oat roll oat berri yogurt,"['Place the oats, seeds, milk, salt, and cinnamon in a jar with a lid. Refrigerate overnight.', 'Puree the berries. (I usually incorporate this into my smoothie routine, so I either use leftover smoothie or just blend up a huge smoothie batch so I have a little extra for the oats. You don’t HAVE to do this, but it’s a nice way to add some fruit and color.)', 'Stir oats with your frozen berry puree and top with yogurt and more berries, nuts, honey, whatevs you like.']"
https://pinchofyum.com/wp-content/uploads/Chili-Lime-Fish-Tacos-Recipe-183x183.jpg,Easy Chili Lime Fish Tacos,"Chili Lime Fish Tacos – these are so easy, it will blow your mind. 5 basic ingredients for the fish, and a quick peach salsa to add some color and flavor.",30 minutes,australi barramundi chili powder peach jalapeo corn tortilla mayo quick sauc red onion juic lime cilantro garlic powder butter avocado,"['CHILI LIME FISH: Defrost the fish by soaking it in the packaging in cold water for about 15 minutes. Preheat the oven to 400 degrees. Whisk the butter, lime juice, chili powder, garlic powder, and salt together. Place the fish in a small oven-safe dish, pour sauce over the top, and bake for 15 minutes. Remove fish from the oven, flake into small pieces, and toss with any sauce left in the pan. Bake for another 5 minutes so the sauce soaks into the fish.', 'PEACH SALSA: Toss all ingredients together.', 'TACOS: Assemble, layer, load it up, squeeze more lime over the top, and DEVOUR.']"
https://pinchofyum.com/wp-content/uploads/Lemon-Chicken-Recipe-183x183.jpg,Honey Lemon Chicken,"Honey Lemon Chicken – so easy to make with just honey, fresh lemon juice, olive oil, salt, pepper, and chicken. Perfect for easy entertaining!",1 hour,chicken thigh oregano garlic honey lemon juic,"['Turn the oven to the broil setting (about 450-500 degrees Fahrenheit). Place the chicken skin-side down in a well seasoned cast iron skillet (we use LODGE all the way baby!). Broil for 15 minutes. Flip the chicken over so the skin is facing up – broil for another 15 minutes.', 'Make the sauce by whisking the lemon juice, olive oil, garlic, sea salt, and oregano together.', 'Dip each chicken piece in the sauce (lazy girl pro-tip – you can also just pour or brush a little bit of the sauce over the chicken) and return to the hot oven for a few minutes. The exterior of the chicken should get crispy and golden brown.', 'When the chicken is done, set aside. Pour out the drippings from the pan (reserve them!), wipe out any large residual chicken bits, and put the cast iron back on a warm burner. Add a few tablespoons of the reserved chicken drippings and the remaining sauce + honey. Simmer for just a few minutes until the sauce is bubbly and hot. Pour the remaining sauce over the chicken and sprinkle with fresh parsley. Serve with a green salad and crusty bread for soaking up the very lemony sauce!']"
https://pinchofyum.com/wp-content/uploads/Watermelon-Smoothie-Recipe-183x183.jpg,World’s Best Watermelon Smoothie,"World’s Best Watermelon Smoothie! Featuring 4 simple ingredients -> watermelon, mint, honey, and water. You’re gonna go nuts.",5 minutes,mint andor basil honey sweeten,"['Blend the watermelon and the water until smooth. Add the honey and mint and blend another 10-20 seconds until mostly smooth and the consistency of a slushy.', 'Serve immediately!']"
https://pinchofyum.com/wp-content/uploads/Green-Curry-Scallops-Recipe-183x183.jpg,Green Curry Scallops with Mango Cilantro Salsa,Green Curry Scallops with Mango Cilantro Salsa! creamy coconut green curry sauce with buttery scallops topped with a mango cilantro salsa.,40 minutes,almond breez almondmilk coconutmilk coconut milk scallop fish sauc brown sugar babi spinach green red onion cilantro mango green curri past,"['Stir fry the curry paste in a large deep skillet over medium high heat. When fragrant, add the coconut milk and almond milk and simmer for 15-20 minutes.', 'Toss all the salsa ingredients together in a bowl.', 'Add the scallops to the curry sauce in the skillet and simmer for 4-5 minutes until the scallops are cooked through (if you cook them too long, they’ll get rubbery, so be careful). Stir in the spinach until it wilts. Add brown sugar and fish sauce.', 'Scoop the curry over rice (it will be a little bit soupy – that’s how it’s supposed to be) and top with the mango salsa.']"
https://pinchofyum.com/wp-content/uploads/Korean-BBQ-Beef-Burritos-Recipe-183x183.jpg,Korean BBQ Burrito,"Fusion food at its finest! Korean BBQ Beef, rice, kimchi, and yum yum sauce all rolled up in a soft flour tortilla.",3 hours 20 minutes,ginger flour tortilla garlic brown sugar sriracha mayo sauc kimchi rice pear cilantro soy sauc,"['KOREAN BBQ BEEF: Thinly slice the beef and pulse the pear, garlic, and ginger through a food processor. Put all the ingredients for the beef in a slow cooker. Cover and cook on high for 3-5 hours or until very tender and delicious.', 'Prep all your burrito fillings (cook the rice, mince the herbs, prepare the sauce).', 'Lay a flour tortilla flat on a piece of foil. Place the rice, meat, herbs, kimchi, and sauce in the middle of the tortilla. Fold the sides up, then roll it up front to back and wrap it with foil if you’re saving it for later. (We freeze these for easy dinners and lunches, and we also eat many of them immediately because they’re so darn good.)']"
https://pinchofyum.com/wp-content/uploads/Banh-Mi-Bowls-Recipe-183x183.jpg,Lemongrass Meatball Bowls,"Lemongrass Meatballs Bowls! A quick and easy meal featuring quinoa or rice topped with quick pickled carrots, herbs, peanuts, and easy lemongrass pork meatballs, all covered with spicy mayo.",1 hour 20 minutes,rice vinegar cornstarch lemongrass past chili past quinoa garlic brown sugar carrot fish sauc green onion crush peanut cilantro basil mayo mint pork,"['Quick Pickled Carrots: Whisk the rice vinegar, palm sugar, sesame oil, and salt together. Soak the carrots in the mixture.', 'Quinoa: Cook your quinoa according to package directions.', 'Meatballs: Mix all ingredients. Roll into small meatballs with your hands (they might feel wet and heavy – pop them in the fridge or freezer for a few minutes to get them to hold their shape a bit better if needed). Heat a little bit of olive oil over medium-high heat. Add the meatballs and fry until golden brown on the outside and fully cooked (not pink) inside.', 'Bowls: Layer the carrots and meatballs over cooked quinoa. Top with herbs, peanuts, and/or spicy mayo.']"
https://pinchofyum.com/wp-content/uploads/Rawmazing-Chocolate-Bars-Recipe-183x183.jpg,Raw Salted Chocolate Snack Bars,"Salted Chocolate Snack Bars with simple clean ingredients: pecans, oats, dates, cocoa powder, coconut oil, and maple syrup. SO GOOD!",25 minutes,roll oat cocoa powder whole medjool date pecan liquid sweeten agav,"['Crust: Pulse all ingredients for the crust in a food processor until a sticky dough mixture forms. Set aside about 3/4 cup crust mixture. Press the remaining crust mixture into a 9×5 loaf pan lined with parchment paper.', 'Chocolate: Whisk the chocolate filling ingredients in a small mixing bowl until smooth. Pour over crust.', 'Topping: Sprinkle remaining crust on top and press gently to get it to stay put in the chocolate mixture. Sprinkle with extra sea salt if you’re obsessed with sea salt not that I know a-ny-thing about that. 😉', 'Chill: Place the whole thing in the freezer and chill for 2 hours. Cut into bars and serve!']"
https://pinchofyum.com/wp-content/uploads/Detox-Chopped-Salad-Recipe-183x183.jpg,Best Detox Grilled Chopped Salad,"Glowing Grilled Summer Detox Salad: SUPER healthy meets OMG yummy! with grilled romaine, lime, tomato, cucumber, avocado, corn, shrimp, and cilantro dressing.",35 minutes,cucumb yellow bell pepper tail shrimp lime juic ear sweet corn cilantro avocado dress tomato heart romain lettuc,"['Salad Prep:  Make the avocado cilantro dressing. Chop the tomatoes, cucumbers, and bell peppers. Set aside about 1/3 cup dressing to brush on the shrimp while grilling.', 'Grilling: Heat the grill to medium high heat. Brush the corn with olive oil and sprinkle with salt. Wrap in foil. Wash and dry the romaine, cut in half lengthwise keeping the stem intact, and brush with olive oil and salt. Thread the shrimp onto skewers for easy grilling. Brush with olive oil, lime, and salt. Grill times: corn (wrapped in foil) for 20-25 minutes, turning every 5 minutes // lettuce (directly on the grill) for about 5 minutes // shrimp (directly on the grill) for about 5 minutes. Brush the reserved dressing onto the shrimp as it grills for extra yummy flavor.', 'Assembly: Cut the stem off the romaine and loosely chop it up. Cut the corn off the cob. Toss everything together with dressing.']"
https://pinchofyum.com/wp-content/uploads/French-Toast-Casserole-Recipe-183x183.jpg,Ricotta Berry French Toast Casserole,"French Toast Casserole with SUPER EASY 5 minute homemade brioche, ricotta cheese, and berries. No canned biscuits! So delicious!",50 minutes,honey mapl syrup egg whole milk ricotta chees honey flour activ yeast raspberri andor blueberri butter,"['Dough: Mix the eggs, butter, water, honey, salt, and yeast in a bowl. Add the flour and stir until just combined (you can just use a wooden spoon for this – no mixer necessary). Cover with plastic and set aside (at room temp) for about 2 hours or until puffy and sticky. Split the dough in half and freeze one half for later. Coat your hands and your surface with plenty of flour, roll out the remaining half batch, and cut it into bite sized pieces.', 'Filling: Preheat the oven to 350 degrees. Whisk the eggs with the ricotta cheese and honey. Add the bite sized dough pieces and the berries. Stir gently just once or twice to combine.', 'Bake: Transfer to a greased 9×13 casserole dish and bake for 30-ish minutes, until the top is golden brown and the insides are fully baked. Sprinkle with powered sugar and syrup.']"
https://pinchofyum.com/wp-content/uploads/Broccoli-Salad-Recipe-183x183.jpg,Broccoli Salad with Creamy Almond Dressing,"Healthy Broccoli Salad – non-mayo-based vegan goodness! With purple cabbage, raisins, almonds, green onions, and almond butter dressing.",15 minutes,miso sliver almond almond butter green onion shallot golden raisin broccoli purpl cabbag orang juic,"['Toss all the salad ingredients together in a bowl.', 'Pulse the dressing ingredients in a food processor until smooth. Pour over the salad ingredients and toss to combine.', 'Serve immediately! Add more orange juice to add more moisture as needed.']"
https://pinchofyum.com/wp-content/uploads/Korean-Bowls-Recipe-183x183.jpg,Korean BBQ Yum Yum Rice Bowls,"Korean BBQ Yum Yum Rice Bowls: easy marinated steak, spicy kimchi, poached egg, rice, and yum yum sauce! SO good and so easy!",30 minutes,sirloin steak ginger sesam seed garlic bosc pear brown sugar mayonnais sugar agav kimchi rice softcook egg sauc soy sauc allpurpos spice butter tomato past scallion,"['MEAT PREP: Cut the steak into very thin bite-sized pieces and place in a mixing bowl. Peel the garlic, ginger, and pears. Pulse in a food processor until a paste forms. Add the paste to the meat and stir to combine. Cover everything with soy sauce, brown sugar, and sesame oil – just enough to cover and marinate. Your ratio should be roughly 4 parts soy sauce, 4 parts brown sugar, 1 part sesame oil. Mix it all up and refrigerate for 30 minutes or so.', 'RICE: Cook rice according to package directions.\xa0', 'SAUCE PREP: Whisk all Yum Yum Sauce ingredients together. Set aside.', 'MEAT COOKING: Heat a large heavy-duty skillet over very high heat. Discard remaining marinade and add the steak to the pan. Sear for a few minutes, flipping it around once or twice, until your meat has a really nice golden brown exterior. Set aside.', 'BOWL ASSEMBLY: Arrange the rice, kimchi, greens, and steak in a bowl. Add the egg on top and sprinkle with sesame seeds, scallions, and Yum Yum Sauce. Mwah! You’re a boss.']"
https://pinchofyum.com/wp-content/uploads/Protein-Pancakes-Recipe-183x183.jpg,The Best Protein Pancakes,"The Best Protein Pancakes! These are super easy with no refined grains or refined sugar. Just oats, banana, and eggs!",20 minutes,bake powder egg white banana egg cinnamon flax scoop protein powder oat,"['Run everything through the blender on medium low speed until very well mixed.', 'Heat a nonstick griddle to medium high heat. Add batter in small circles – about 1/4 cup per pancake. Sprinkle with blueberries or chocolate chips if you want. When the edges start to look dry (2-3 minutes), flip and cook another minute or two on the other side.', 'Top with anything you like! I like syrup and peanut butter and chocolate chips.']"
https://pinchofyum.com/wp-content/uploads/Kale-Pasta-Recipe-183x183.jpg,5 Ingredient Creamy Kale Pasta Bowls,"5 Ingredient Creamy Kale Pasta! This recipe can be made with pasta, kale, garlic, cashews, and almond milk. So easy and delicious!",40 minutes,garlic cashew whatev pasta squeez lemon juic kale almond breez almondmilk unsweeten origin,"['Place cashews in a bowl. Cover with water and soak for about 2 hours. Drain and rinse thoroughly.', 'Heat the oil over medium low heat. Add the garlic and kale and saute for 5-10 minutes until very soft. Keep the heat low to avoid burning the garlic. Season with salt.', 'Pulse all the sauce ingredients in a food processor or blender until very smooth.', 'Cook pasta according to package directions. Reserve about 2 cups of the water from the pot when you drain the pasta.', 'Toss the hot pasta with the sauce, kale, and just enough of the reserved pasta water to carry the sauce throughout all the noodles. Top with Parm, salt, and pepper. Voila!']"
https://pinchofyum.com/wp-content/uploads/Yum-Yum-Sauce-Recipe-183x183.jpg,5 Minute Yum Yum Sauce,"Yum Yum Sauce! just like the sauce from Japanese hibachi restaurants – and it’s SO EASY. Perfect with grilled chicken, steak, veggies, rice bowls, wraps, and more.",5 minutes,mayonnais sugar agav allpurpos spice butter tomato past,"['Whisk all ingredients together until smooth.', 'That’s it. You’re done. Rock on.']"
https://pinchofyum.com/wp-content/uploads/Mini-Chicken-Meatballs-Recipe-183x183.jpg,Mini Chicken Meatballs with Crispy Potatoes and Romesco,"Mini Chicken Meatballs – super easy recipe made with chicken, breadcrumbs, Parm, garlic, eggs, salt. Served with crispy potatoes and a 5-minute Romesco sauce!",30 minutes,romesco sauc chimichurri sauc na get realli punchi oregano garlic breadcrumb egg babi golden yukon potato chicken parmesan chees,"['MEATBALLS: Combine all the meatball ingredients in a large bowl until well-mixed. Roll into small 2-bite balls and place on a large baking sheet. Add more breadcrumbs if necessary to get the mixture to hold its shape when rolled. Heat a little bit of olive oil in a large non-stick or heavy bottomed skillet over medium heat. Add the meatballs in batches and turn every few minutes until the exterior is golden brown and the inside is fully cooked.', 'POTATOES: In the same pan that you fried the meatballs, pan-fry the potatoes for about 10 minutes with a little more olive oil and salt. They should be golden brown and crispy when finished.', 'Serve the meatballs with the potatoes and any and all sauces you love. Namely, ROMESCO SAUCE. You can do the sauce hot or cold, and you can compliment it with a bright and herby finish like chimichurri or just a little extra lemon juice, salt, pepper, and Parmesan. If you do the sauce hot, I recommend simmering it first with a little bit of additional liquid to help it loosen up.']"
https://pinchofyum.com/wp-content/uploads/General-Tsos-Cauliflower-Recipe-183x183.jpg,General Tso’s Cauliflower,General Tso’s Cauliflower – golden brown crispy fried cauliflower tossed in a made-from-scratch savory-sweet sauce. Awesome vegetarian / meatless recipe.,1 hour,rice vinegar cornstarch bake powder cauliflow chicken veget broth ginger garlic egg sugar flour soy sauc scallion sesam seed tomato past,"['General Tso’s Sauce: Heat the sesame oil in a small saucepan over medium low heat. Add the ginger and garlic and stir fry for a minute or two. Add remaining ingredients and whisk to combine. Bring to a low boil; simmer for another 20-30 minutes or until sauce is thickened. Add more sweetness, citrus, etc. to your taste.', 'Cauliflower Batter: Whisk all the batter ingredients until a loose batter forms. The batter should be thick enough to cling to the cauliflower and cover it but stay loose enough to easily drip off (adjust thickness with water).', 'Cauliflower Frying: Pour oil into a heavy bottomed skillet to make it deep enough so it will cover the cauliflower about halfway (probably ends up being a few cups). Heat the oil over medium heat. Drop a small bit of batter in the oil to test it – when it rises to the top and bubbles, the oil is ready. Dip cauliflower florets in the batter and let the excess drip off before gently setting in the oil. Fry for a few minutes on each side, then flip, repeating sides several times if necessary until you get a nice golden brown fried exterior. The additional frying time helps make it a little crunchier, which I very much like. 🙂 Remove and set on a cooling rack with paper towels underneath (again, rather than putting it all on a plate or bowl with paper towels, this keeps it crispy vs. soggy).', 'Serving: Toss the fried cauliflower with the sauce (enough just to cover) and sprinkle with scallions and sesame seeds for serving. Serve with rice.']"
https://pinchofyum.com/wp-content/uploads/Energy-Bites-Recipe-183x183.jpg,Peanut Butter Pretzel Energy Bites,"Energy Bites! Easy no-bake recipe with real food like oats, chia seeds, peanut butter, and coconut. Stays soft and yummy for weeks in the fridge!",20 minutes,roll oat chia seed flaxmeal wholesom organ blue agav unsweeten coconut pretzel peanut butter,"['Pulse the oats and pretzels through a food processor (one ingredient at a time) to get a more uniform chopped texture. I usually give each about 15 quick pulses. You want the texture to be “crushed” – somewhere between whole and completely ground.', 'Mix all ingredients together until combined. Shape into balls (it helps to squeeze them to stick together) – usually I can get 20-25 with this recipe, depending on how many I eat during the shaping process. Chill in the fridge or freezer for 20-30 minutes. Done! I keep these in the freezer so they last longer and hold their shape nicely but they do well at room temperature for a day or two as well.']"
https://pinchofyum.com/wp-content/uploads/Chili-Sesame-Zoodles-Recipe-183x183.jpg,Spicy Sesame Zoodles with Crispy Tofu,"Spicy Sesame Zoodles with Crispy Tofu! SUPER easy recipe with familiar ingredients – soy sauce, peanut butter, sesame oil, garlic, zucchini, and tofu. Vegan / Vegetarian",25 minutes,rice vinegar sesam seed scallion ginger chili past garlic tofu zucchini peanut butter sugar soy sauc,"['Chili Sesame Sauce: Shake all the sauce ingredients in a jar or toss them in the food processor and give them a whirl. If you’re going to have this cold, refrigerate your sauce for a while.', 'Tofu:\xa0Press excess moisture out of the tofu. Cut into bite sized pieces. Heat a tiny bit of oil in a nonstick pan. Add the tofu and stir fry until golden brown. Add about 1/2 cup sauce and simmer until the sauce starts to evaporate / absorb into the tofu and becomes browned in the pan. Keep gently flipping and scraping browned bits off the bottom – after a while, you should end up with nicely golden brown tofu with some little yummy browned bits from the sauce.', 'All Together: Spiralize your zucchini and toss with about 1/4 cup sauce per serving. Top with tofu, sesame seeds, and scallions. Serve immediately.']"
https://pinchofyum.com/wp-content/uploads/espresso-brownies-recipe-1-183x183.jpg,6 Ingredient Espresso Brownies,"6 Ingredient Espresso Brownies! With eggs, sugar, butter, flour, cocoa, and espresso. So simple and so very delicious! YUM!",40 minutes,purpos flour granul sugar unsweeten cocoa powder egg espresso powder,"['Preheat the oven to 350 degrees.', 'Cream the butter and the sugar. Add the espresso powder and mix until combined. Add eggs and mix until combined. Add the flour and cocoa powder and stir to combine. Add a pinch of sea salt and/or a handful of chocolate chips if you’re feeling ambitious.', 'Transfer to a 9×13 baking pan lined with parchment paper. Bake for 30 minutes or until set in the middle (I usually like to underbake mine so 30 minutes is just about right for that – if you want more chewy brownies, go for 35-40). Eat and be happy!']"
https://pinchofyum.com/wp-content/uploads/Baked-Salmon-Recipe-183x183.jpg,Perfect Baked Salmon with Lentils and Lemon Herb Sauce,"Perfect Baked Salmon with Lentils, Quinoa, and Lemon Herb Sauce – super healthy, high protein, bakes all in one big easy dish. This stuff is SO DELICIOUS!",1 hour 15 minutes,green bean veget chicken veget broth parsley garlic red quinoa purpl sauerkraut weird food zone quick squeez honey agav black lentil salmon lemon juic,"['LENTILS AND QUINOA: Preheat the oven to 450 degrees. Rinse the lentils and the quinoa. Place in a large oven safe skillet or casserole with the broth. Bake for 45-50 minutes or until almost fully cooked. Remove and fluff with a fork.', 'SAUCE: Make the lemon dressing by blending all ingredients in a food processor or just shaking up in a jar. Set about half of the dressing aside.', 'SALMON: When the lentils and quinoa are done, place the salmon and any other vegetables you want on top of the lentils (skin side down) and drizzle or brush with half of the lemon dressing. Bake for another 10 minutes. Broil for the last 2 minutes. Depending on how thick the salmon is, if it still needs time, just turn off the oven and let it sit in there for a few minutes to finish.', 'SERVE: When the salmon is fully cooked, serve with reserved sauce and purple sauerkraut if you like that kind of crazy.']"
https://pinchofyum.com/wp-content/uploads/Matcha-Latte-Recipe-183x183.jpg,Iced Matcha Green Tea Latte,"Iced Matcha Green Tea Latte featuring almond milk, matcha powder, and honey or agave. Totally vegan 3-ingredient perfection! ",5 minutes,almond breez almondmilk unsweeten vanilla agav honey matcha green tea powder,"['In a glass jar, mix the matcha green tea powder with a little bit of water – just enough to form a paste. Stir it up until there are no clumps.', 'Add the milk and agave. Cover with a tight-fitting lid and shake vigorously until incorporated. Let sit for a minute so any remaining clumps settle to the bottom. Carefully pour into a glass with ice and enjoy!']"
https://pinchofyum.com/wp-content/uploads/Healing-Bowl-Recipe-183x183.jpg,"Healing Bowls with Turmeric Sweet Potatoes, Poached Eggs, and Lemon Dressing","Healing Bowls: turmeric sweet potatoes, brown rice, red quinoa, arugula, poached egg, lemon dressing.",25 minutes,arugula spinach greensss poach scrambl egg parsley garlic pistachio nut sweet potato turmer veget broth brown rice quinoa agav lemon juic,"['TURMERIC MASHED SWEET POTATOES: Heat the sweet potatoes with olive oil in a skillet over medium high heat. Add the turmeric and toss to coat. Add the garlic and vegetable broth. Simmer until the potatoes are soft and the liquid is almost all absorbed. Transfer to a small bowl and mash. Season with salt and pepper and/or a touch of cream if you want to be lush about it.', 'DRESSING: Pulse all ingredients in a blender or food processor. Season to taste.', 'BOWLS: Toss the greens with a little dressing. You can also stir a little dressing into the sweet potatoes – that’s yummy. Serve each bowl with the mashed sweet potatoes, brown rice, greens, and a scrambled or poached or fried egg. Top with more dressing and a handful of pistachios.']"
